weight_kg,distance_km,is_express,is_fragile,shipping_cost
39.61,399.47,0,0,27.84
15.58,2576.94,0,0,38.22
4.51,1903.18,0,0,25.88
20.45,763.34,0,0,23.31
9.09,1668.11,0,0,26.13
34.9,1585.1,0,0,40.22
17.63,1968.03,0,1,51.58
48.79,703.4,0,0,34.4
32.23,2593.89,0,0,46.28
41.21,931.56,0,1,52.18
7.06,2083.92,1,0,46.65
43.17,53.29,0,0,22.19
46.18,1121.11,0,0,39.87
24.61,1058.37,1,0,39.71
30.51,1632.74,0,0,34.78
38.36,222.85,0,0,24.96
9.15,2371.44,0,0,31.39
25.38,657.25,0,0,22.09
20.23,2032.73,1,0,57.51
7.75,2410.62,1,0,54.13
18.69,1687.82,0,0,30.56
3.87,2223.95,0,0,26.91
1.78,1987.27,0,0,22.12
7.19,1069.81,1,0,32.17
48.17,2427.53,1,0,76.34
27.7,887.63,0,0,28.2
48.31,1715.78,0,1,57.54
21.91,2237.47,0,0,36.47
15.93,1139.97,0,0,26.26
25.55,911.79,0,0,33.36
22.26,1380.74,0,0,24.99
5.73,2454.8,0,0,31.91
32.22,2790.12,1,1,92.94
11.19,1637.52,1,1,56.81
31.17,1986.09,0,0,42.57
32.68,2710.3,0,0,46.28
8.03,300.15,1,0,15.4
3.54,700.08,0,0,12.46
39.15,2128.16,0,0,48.9
23.26,2472.11,0,1,54.66
3.38,2571.8,0,1,46.53
49.75,1248.25,0,1,59.72
3.36,272.57,0,0,6.84
34.9,1316.16,0,0,35.79
49.19,696.05,0,0,32.0
12.34,877.13,0,0,17.22
7.54,2317.94,0,0,32.91
6.51,231.2,1,0,10.4
15.51,2483.61,0,0,36.23
5.5,1285.87,0,0,21.84
34.76,1790.21,0,0,38.84
3.58,273.51,0,1,26.58
25.72,1015.39,0,0,28.55
49.84,273.65,1,0,36.48
40.79,2884.82,0,0,57.35
30.95,2422.75,0,0,45.5
15.66,1381.6,1,0,44.31
31.38,674.69,0,0,29.72
26.59,2800.7,0,0,44.99
21.59,1037.07,0,0,29.4
6.97,487.15,0,1,29.02
44.39,1691.68,1,1,75.04
22.76,2831.6,0,0,45.39
10.13,16.47,0,0,13.01
18.7,718.18,1,1,44.85
21.0,2815.65,0,0,48.21
41.46,517.4,0,0,33.62
36.81,344.16,0,1,43.16
38.58,1712.71,0,0,38.85
1.05,2586.22,1,1,71.8
21.1,1433.94,1,0,44.41
24.33,2983.72,0,0,48.74
1.45,2039.12,0,1,42.71
13.36,226.85,0,0,14.37
38.13,2978.53,0,0,54.15
7.29,1226.64,0,0,22.71
27.0,865.77,0,1,40.01
11.15,1675.85,1,0,48.33
1.1,916.4,1,0,18.76
12.44,263.94,0,0,17.5
48.81,9.28,0,0,29.38
40.18,1351.5,0,0,41.11
48.0,2511.41,1,0,80.14
24.65,1719.08,1,1,67.57
5.93,2997.63,1,0,69.3
27.62,864.11,0,0,29.48
22.99,844.96,0,0,24.12
42.3,483.45,0,1,48.57
5.36,496.37,0,0,9.93
24.67,859.13,0,0,25.91
7.93,2379.56,0,1,49.85
16.57,2717.74,0,0,42.95
37.0,2925.39,0,0,53.91
24.06,700.71,0,0,23.06
19.11,2644.49,0,0,43.24
20.03,988.12,0,0,23.22
23.24,342.96,0,1,39.43
39.36,2610.72,0,1,65.57
44.66,1910.14,0,0,42.58
47.79,498.37,0,0,30.89
39.45,1292.34,1,0,50.68
16.11,865.34,0,0,22.06
34.56,2211.7,0,0,49.32
22.16,1362.98,0,1,42.11
13.11,2967.89,1,0,71.01
42.12,168.96,0,0,25.1
2.4,1068.27,0,0,15.65
45.14,1448.29,0,0,46.26
23.34,1511.88,1,0,44.07
32.04,951.23,1,0,41.51
33.14,2189.07,0,0,44.44
44.81,2624.87,1,0,79.84
32.02,2816.46,1,0,78.64
30.89,2416.25,0,0,41.71
3.8,2552.49,0,1,51.57
26.16,1653.88,0,1,54.43
7.93,2478.54,1,0,58.66
37.0,913.99,0,0,38.7
25.85,1198.44,1,1,55.9
34.17,954.15,0,0,32.63
2.56,1404.83,0,0,23.91
4.7,860.31,1,0,23.41
35.96,2885.03,0,0,48.38
4.07,941.97,0,0,12.42
4.03,298.64,0,0,15.15
1.1,1582.82,0,1,35.06
47.85,176.01,0,0,30.22
37.01,336.08,0,0,24.08
17.99,662.07,0,1,37.98
15.18,1395.73,1,0,38.55
17.81,1302.59,1,1,53.73
38.85,2400.08,0,1,64.17
33.24,2219.73,1,0,63.35
9.67,1281.82,0,1,37.21
9.12,1004.44,0,0,23.11
5.37,952.82,0,0,18.28
33.18,2323.12,1,0,68.38
38.34,160.96,1,0,27.92
13.62,43.4,0,1,26.27
1.54,2387.66,0,0,34.64
4.57,1434.05,0,0,19.59
48.41,396.99,0,0,33.7
15.12,710.52,0,0,19.96
38.58,2797.85,0,0,54.79
31.42,2579.21,1,0,75.05
19.41,2130.81,0,1,50.93
10.68,1449.26,1,0,40.05
6.51,1563.37,0,0,24.71
30.94,2925.86,0,0,44.05
38.84,2897.48,1,0,78.4
32.37,649.73,1,0,32.67
26.75,2434.26,0,0,41.31
2.58,595.74,0,0,9.25
48.44,644.54,1,0,43.98
40.04,2029.9,0,0,45.32
14.99,1217.98,0,0,24.14
49.01,2794.98,0,0,54.31
30.29,271.58,1,0,25.47
29.33,1537.02,1,0,43.84
37.53,2755.97,1,1,93.48
40.68,2712.82,0,0,52.63
33.0,473.8,0,0,26.84
6.84,1103.08,0,0,15.54
17.24,1859.27,1,0,51.37
46.44,482.39,0,0,30.44
11.62,2904.23,0,1,52.82
18.92,2744.67,0,1,58.7
21.89,505.02,0,1,41.03
22.25,367.86,1,1,38.61
30.84,260.8,0,0,20.99
47.18,2728.78,1,0,83.64
12.41,584.9,0,0,19.4
6.51,1251.77,1,1,49.85
10.27,1349.31,1,0,43.98
44.4,1799.04,0,0,43.4
32.47,219.85,1,0,26.26
14.65,684.14,0,1,38.04
40.89,2794.81,1,0,85.06
43.14,2725.69,1,0,76.21
42.4,2344.97,1,1,88.09
45.99,63.11,0,0,32.34
12.99,984.39,0,1,43.56
37.87,1885.74,0,0,44.55
23.3,829.19,0,0,24.02
42.18,2729.21,1,1,93.15
36.56,1903.5,1,0,66.9
38.93,220.36,1,0,30.7
32.98,2727.47,0,0,46.64
9.28,2873.51,1,0,66.6
27.48,237.75,1,0,24.27
49.24,1599.42,1,0,62.97
46.9,913.58,0,0,35.34
2.64,1181.55,0,1,31.6
8.66,543.06,0,0,10.63
7.02,1736.33,0,0,28.47
36.44,2874.15,0,0,51.11
40.98,1511.7,1,0,56.89
11.07,253.33,0,1,31.62
25.54,1861.9,0,0,36.94
42.11,1023.97,0,1,51.01
36.77,2568.5,1,0,75.24
27.34,1306.86,1,0,44.97
29.72,582.55,1,0,34.63
25.66,577.36,0,0,24.38
15.23,2307.45,0,0,34.33
28.47,800.43,1,0,37.86
34.6,2302.86,0,0,48.4
43.73,621.63,0,1,44.74
32.0,968.45,0,0,34.51
38.18,1399.13,0,0,38.99
8.42,2829.87,1,0,66.52
23.35,2795.54,0,0,47.15
0.96,624.58,0,1,25.31
12.71,1077.87,0,0,24.52
36.46,452.45,0,0,26.81
49.59,1532.41,0,0,41.43
5.41,1384.44,0,0,19.05
20.37,2702.78,0,0,43.63
40.1,2790.37,0,0,50.59
10.6,1153.78,0,1,40.86
27.98,1477.76,0,0,36.74
36.79,2689.23,0,0,53.62
30.99,2421.09,0,0,45.02
9.81,15.95,1,0,10.87
18.09,963.58,0,1,35.7
39.3,1268.21,0,1,54.82
27.93,693.0,0,0,26.85
0.76,602.72,1,0,18.85
38.17,118.16,0,0,29.49
2.25,1931.89,0,0,23.93
37.41,791.22,1,0,39.22
10.52,161.78,1,1,29.31
47.92,696.78,1,0,40.56
18.71,2406.73,0,0,37.95
16.68,2555.21,0,1,55.13
7.87,1451.78,0,0,22.64
15.63,1251.13,1,1,56.11
43.89,2933.67,0,0,52.51
49.82,605.69,0,1,53.77
18.73,650.0,1,0,29.02
22.71,879.14,1,0,32.51
36.24,522.41,1,0,31.26
44.37,1141.2,1,0,44.81
29.86,2732.95,1,0,72.6
19.88,1847.97,0,1,51.04
20.92,1238.78,1,1,55.1
34.93,2803.56,1,0,81.45
0.66,150.15,0,0,5.28
31.17,634.78,0,0,28.7
18.1,1699.84,1,0,46.25
39.81,1848.58,0,0,40.98
5.1,123.47,1,1,24.75
29.62,1212.1,0,0,30.27
24.31,1949.22,0,0,32.79
32.3,2095.72,0,0,41.65
3.71,1916.23,0,0,26.28
29.21,965.09,0,0,32.43
28.29,285.09,0,0,24.34
28.25,1284.2,0,0,35.02
30.37,390.62,0,0,25.89
33.99,2843.13,0,0,51.26
40.35,1428.14,0,0,36.38
13.86,955.19,1,0,31.41
41.34,2300.08,0,0,50.16
25.16,1496.36,0,1,51.19
4.31,933.55,0,0,18.21
3.4,2436.84,0,0,34.17
17.04,2602.12,0,0,36.96
39.35,2020.66,0,0,44.07
35.53,145.66,1,0,26.75
39.54,1701.14,1,0,61.69
26.1,2291.07,1,0,63.51
22.29,413.83,0,1,35.08
7.8,689.87,0,1,32.52
16.75,2648.07,0,0,37.04
21.98,65.26,1,0,21.32
4.89,2259.42,1,1,65.43
11.42,1423.95,0,0,20.15
30.11,1343.08,0,0,33.51
36.92,26.25,0,1,42.97
49.92,2459.1,1,1,95.61
46.69,1082.68,1,0,51.88
32.31,1624.59,0,0,37.5
21.35,2033.52,1,0,55.97
31.99,2109.38,0,1,53.23
39.39,2868.16,1,1,91.41
6.36,1596.36,1,0,40.6
20.79,1202.16,1,0,42.72
42.07,2861.34,0,0,55.51
19.5,1928.12,0,0,35.59
28.81,897.96,0,1,47.34
29.59,383.76,0,0,24.46
9.63,2528.45,1,0,60.08
18.43,1089.73,0,0,23.07
17.06,1983.11,0,0,38.42
1.8,1415.1,1,0,35.52
1.7,600.79,0,0,9.5
41.67,1807.05,0,1,55.98
14.02,186.75,0,0,17.01
26.14,1242.96,0,1,42.91
15.29,1642.11,0,0,33.7
47.06,1310.96,1,0,47.86
13.34,2247.27,0,0,37.7
21.77,2484.64,1,1,81.79
43.7,2314.87,0,0,50.3
42.18,121.24,0,0,26.86
9.71,586.42,0,0,20.45
40.23,1612.14,0,0,43.0
23.18,2804.79,0,1,57.38
24.41,2505.7,0,1,52.96
7.11,2528.39,0,0,34.28
4.49,913.11,0,0,16.37
36.53,1291.2,0,0,32.38
25.07,1414.76,0,0,31.55
22.12,476.33,1,1,39.15
36.61,98.05,1,1,40.29
38.39,2840.97,0,0,54.42
8.37,725.93,0,0,20.17
30.71,723.65,1,0,37.1
7.2,254.72,0,0,9.34
37.69,2785.88,1,0,80.49
33.02,1741.31,0,0,39.08
47.85,2002.78,1,0,65.65
3.91,2735.17,0,0,35.3
3.32,1040.13,1,0,32.11
14.47,1866.41,0,0,30.98
13.45,121.2,0,1,23.95
12.73,564.38,0,0,17.08
45.36,2494.58,0,1,64.59
12.85,2301.47,1,0,59.61
13.96,1055.17,0,1,38.84
38.09,1133.55,1,1,61.29
22.76,1603.0,0,0,31.58
38.95,5.72,1,0,24.06
3.74,727.53,0,1,29.16
24.63,628.65,1,0,27.96
2.16,755.2,1,1,32.72
3.6,2418.69,0,0,33.83
45.37,842.62,1,0,43.57
7.39,578.61,1,0,20.69
26.85,1515.27,0,0,34.29
20.85,2597.61,0,1,57.21
17.69,727.84,0,0,18.19
45.04,240.22,1,0,28.14
1.58,1072.43,0,0,15.04
33.36,2244.22,0,0,45.11
48.19,1654.32,0,0,43.82
28.23,2451.3,0,0,42.74
46.87,2878.98,1,0,91.33
3.09,2379.02,1,0,49.51
21.23,1813.39,0,0,31.86
13.38,1482.56,0,0,31.26
36.68,125.01,1,1,40.73
49.07,2953.04,0,1,72.3
13.2,1153.53,0,0,26.06
32.88,460.92,0,0,26.19
10.31,2001.79,0,0,29.3
28.48,856.44,0,0,28.29
23.46,1759.41,1,0,50.28
48.61,1762.37,0,1,59.39
30.62,1339.96,1,0,46.83
17.8,2509.18,0,1,51.46
6.15,798.58,0,0,16.09
7.99,1348.65,1,0,36.85
11.65,1615.39,0,1,44.11
12.92,1992.56,0,0,34.21
42.61,2353.0,0,0,48.82
28.28,1187.45,0,0,32.26
26.41,1939.91,1,0,58.23
6.18,456.08,0,0,13.47
43.08,2798.28,1,0,81.31
36.28,1152.26,0,0,32.09
3.85,2189.92,0,0,30.08
35.54,65.92,1,1,34.82
27.41,619.54,1,0,30.42
4.55,1463.81,0,0,15.53
23.19,2635.37,0,0,39.61
24.49,1584.13,0,0,30.89
8.71,2789.96,0,0,39.99
47.31,1453.97,1,0,59.46
42.57,1473.9,1,0,54.38
33.62,363.64,0,0,27.27
23.38,2408.96,1,0,67.09
20.88,744.66,0,1,37.49
32.72,2699.34,0,0,44.89
27.5,2732.92,0,0,45.56
3.58,2830.21,1,0,63.15
25.87,1563.09,1,0,46.12
40.42,2032.9,0,1,61.46
23.23,2336.66,0,0,40.68
3.07,397.39,1,1,30.6
39.42,1804.87,0,0,43.46
10.47,107.72,0,0,13.14
13.3,1495.21,1,1,56.11
8.65,468.75,1,0,19.21
16.85,552.85,0,1,32.96
37.96,1098.32,0,0,33.5
26.21,1300.15,0,0,34.45
10.64,1871.4,0,0,23.93
43.95,227.91,1,0,33.73
44.04,1513.56,0,0,40.6
43.59,551.96,1,0,35.96
12.32,1724.06,0,0,29.05
22.84,1914.03,0,0,31.83
49.26,1672.34,0,0,44.31
38.71,2216.2,1,1,81.56
1.84,1010.15,0,0,15.47
3.73,2296.49,0,0,27.82
23.46,1301.14,0,0,33.75
45.51,1455.13,0,1,61.8
27.17,1946.07,0,0,32.99
25.14,59.98,0,0,19.53
5.72,1963.71,0,0,29.64
33.01,1857.66,0,0,41.44
41.19,932.99,0,0,33.28
19.33,261.95,0,1,31.67
38.89,277.35,0,0,25.35
48.24,2770.06,0,0,55.77
10.59,2069.39,0,1,42.96
26.4,385.67,1,0,25.63
14.71,1073.39,0,1,34.33
39.75,1779.49,0,1,57.17
29.09,2507.54,0,0,41.5
31.91,135.76,1,0,24.19
40.0,713.72,1,0,37.57
20.1,2669.8,0,0,42.47
45.8,32.45,0,1,45.93
26.88,608.19,0,1,43.5
8.32,2877.28,1,0,60.38
34.95,1842.14,1,0,57.23
39.77,788.71,0,0,32.01
16.18,205.64,1,0,18.35
42.93,89.43,1,0,24.13
45.35,738.01,0,1,47.6
14.21,2645.05,0,0,38.88
49.18,1250.66,0,1,57.31
7.47,2162.4,0,0,31.3
10.5,2755.26,1,0,66.46
9.62,1227.08,0,0,22.93
44.75,577.88,1,1,54.42
32.89,1553.77,1,0,52.66
8.03,2724.71,0,0,37.92
22.3,2414.1,0,0,34.69
30.96,202.16,1,0,28.38
4.63,2079.26,1,0,43.39
44.18,1717.83,1,0,58.75
40.28,2722.85,0,0,51.8
25.51,371.83,0,0,23.15
48.37,1604.44,0,0,37.74
21.18,2638.99,1,1,83.3
49.21,1233.02,0,0,43.92
33.56,1448.57,1,0,53.24
31.92,216.03,0,0,21.38
8.71,838.04,1,0,25.37
44.16,976.9,0,0,35.31
21.66,2835.64,0,1,58.21
8.53,851.59,0,0,15.2
1.12,1385.3,0,0,17.19
28.21,2015.56,0,0,40.35
26.61,490.74,0,0,23.54
36.11,1461.89,0,1,53.9
44.57,2216.92,0,1,64.99
4.43,2601.23,1,0,61.0
36.71,1880.65,0,0,44.36
9.78,2008.82,0,1,40.62
42.98,383.22,1,0,32.02
41.04,2837.6,0,0,53.32
27.27,402.06,1,1,41.62
35.66,2325.15,0,0,44.4
16.06,798.12,0,0,23.29
23.82,2801.11,0,1,64.87
41.17,2161.28,0,0,47.66
23.23,2262.67,0,0,39.45
18.21,661.08,0,0,22.84
24.96,1331.9,0,0,26.14
41.5,1855.35,0,0,44.37
17.09,2311.07,0,0,39.1
9.1,316.36,0,0,11.11
35.74,2887.28,0,1,63.68
41.39,2671.21,0,0,51.94
5.48,814.69,0,0,15.74
12.37,2469.17,0,0,33.61
7.53,1557.38,0,1,44.58
17.72,1388.11,0,0,26.55
22.79,946.73,0,0,22.98
37.57,1745.0,0,0,41.0
32.73,2191.02,0,0,45.55
31.24,1235.74,0,0,33.02
17.94,1889.51,0,0,34.08
42.15,2099.44,0,1,59.89
23.83,2134.81,0,1,56.98
48.97,160.64,0,1,47.49
31.89,2579.94,1,0,75.16
6.75,1377.47,1,1,51.84
33.97,790.94,0,1,46.96
16.59,729.08,0,0,18.4
34.47,1451.63,0,0,35.52
3.95,2661.06,1,0,63.56
9.16,1138.15,0,0,24.86
42.86,2250.43,1,0,68.57
11.75,294.97,0,0,14.45
41.93,1430.79,0,0,39.2
14.32,2975.1,0,0,40.17
32.32,2312.46,0,0,45.0
34.86,635.53,0,0,31.64
25.88,1506.82,0,1,49.14
15.61,704.71,0,1,34.05
11.03,1231.63,1,0,36.43
2.14,2341.35,0,0,28.59
15.55,2314.82,0,0,36.95
32.83,688.16,0,0,31.79
46.95,2767.06,1,0,78.62
43.62,1779.74,1,0,64.4
38.42,1142.87,0,1,46.79
39.53,1508.3,0,0,42.92
33.42,1817.19,0,0,38.29
13.38,1681.87,0,0,25.47
45.41,1461.78,0,0,44.06
33.7,1517.27,1,0,53.11
28.24,533.35,0,0,21.96
5.99,2439.14,0,0,29.26
22.63,1627.57,0,0,32.12
23.29,397.58,1,0,21.59
43.3,2299.64,0,0,46.99
27.56,2797.67,0,0,47.05
19.33,2842.18,0,0,40.67
48.85,1110.21,0,0,41.59
5.98,410.87,1,0,19.93
21.42,1557.61,0,0,30.91
2.58,342.26,1,0,13.46
37.13,2802.29,0,0,56.63
45.94,554.82,0,0,30.55
14.36,762.03,1,0,30.4
42.99,1222.88,0,0,41.4
14.96,1152.58,0,0,26.14
45.58,2385.02,0,1,69.87
37.82,1371.67,0,0,38.33
40.34,516.45,0,0,28.88
1.39,805.29,1,0,24.54
48.16,1529.79,1,0,62.51
36.47,446.62,0,0,30.46
15.59,1836.91,0,0,31.27
41.56,1699.41,0,0,40.98
14.44,2145.53,0,1,49.15
43.7,2813.43,0,0,57.34
6.07,2737.2,0,0,37.97
35.33,2838.5,0,0,49.98
27.26,737.92,0,0,26.8
5.28,399.04,0,1,23.36
12.47,910.32,0,0,22.8
1.11,2685.78,1,1,72.31
23.7,2916.3,0,0,47.98
15.41,2578.68,0,0,35.62
30.12,334.5,0,0,25.98
15.21,2842.55,0,0,41.84
15.35,1272.96,0,0,23.45
37.29,32.88,0,0,25.7
2.88,1329.97,1,0,31.57
45.19,142.98,0,0,30.9
42.69,1633.91,0,0,42.0
33.56,1018.97,0,0,27.67
29.86,1422.94,1,0,45.93
44.67,1841.45,1,0,63.09
9.67,2607.06,1,0,65.4
4.41,1987.4,0,0,29.33
12.36,1304.98,1,1,56.34
39.83,2459.19,0,0,53.64
2.22,2717.22,0,0,31.94
29.35,363.68,1,0,26.48
49.77,1598.14,1,0,60.82
42.86,857.11,0,0,33.32
26.31,145.95,0,0,15.01
3.65,2007.3,0,0,26.86
41.65,2589.0,0,0,48.5
30.15,492.89,0,1,39.92
6.19,2438.18,1,1,77.15
5.15,2560.92,0,0,31.91
45.53,2743.45,1,0,83.12
33.63,799.53,1,0,40.07
41.55,2712.34,0,0,53.6
44.01,965.38,1,0,47.04
28.8,1659.25,0,0,35.09
26.11,156.27,0,0,19.04
21.81,136.42,0,1,29.87
16.19,2162.52,0,1,51.83
22.01,1336.22,1,0,38.38
38.81,772.6,1,0,42.28
30.3,575.29,0,0,22.39
44.68,2011.51,1,0,69.98
22.45,6.2,0,0,15.4
30.55,2418.64,1,1,80.57
31.75,242.35,0,0,24.75
29.79,578.51,0,0,28.0
35.28,1161.78,0,0,33.16
12.25,1457.15,0,0,27.5
25.86,1068.21,0,0,22.9
5.66,965.53,1,0,23.84
19.53,2891.93,0,1,61.92
24.64,1926.53,1,0,55.29
32.79,75.18,1,0,18.24
47.55,1293.38,0,0,39.96
30.23,2625.65,0,0,44.06
37.31,907.86,1,0,41.4
25.56,288.2,0,0,19.74
31.89,2276.36,0,0,44.16
4.01,1820.01,0,0,25.03
13.09,1713.09,0,0,32.08
18.41,165.46,1,0,18.58
23.89,425.79,0,0,22.35
2.76,1869.54,0,0,27.99
7.43,627.43,0,0,14.02
14.2,1514.69,1,0,39.24
48.59,1636.92,1,0,65.05
16.9,854.1,0,0,22.33
24.36,2845.53,0,0,45.98
10.21,2528.18,0,0,33.8
30.73,2168.51,0,0,40.51
14.39,238.59,0,1,31.7
10.75,322.86,1,0,19.29
26.07,1480.88,0,1,49.8
0.77,486.34,0,0,12.23
0.88,2934.91,1,0,65.56
11.34,479.77,0,1,30.8
2.32,1464.97,0,1,35.37
5.85,1095.54,0,0,21.9
17.27,1919.96,0,0,31.9
40.23,391.46,1,0,33.87
28.82,1293.8,0,0,30.34
25.88,827.74,0,0,24.57
15.03,2663.82,0,0,38.56
46.62,126.55,1,1,43.83
20.15,2741.61,0,0,44.49
4.81,2499.82,0,0,29.03
31.04,896.22,1,0,38.69
6.14,2368.93,0,0,32.09
17.59,98.48,1,0,11.24
25.62,2900.76,0,0,45.71
43.77,1582.15,0,0,43.35
24.93,913.33,0,0,27.67
35.26,1090.94,0,0,33.03
49.64,203.88,0,0,33.55
7.01,2968.1,0,0,37.91
14.1,122.68,0,0,13.31
20.03,1966.45,0,0,35.31
21.38,1330.99,0,1,46.32
20.85,2847.0,1,0,70.67
45.43,741.77,0,0,33.91
35.84,1598.6,1,0,53.22
30.59,1449.66,0,0,33.96
15.81,2110.08,0,0,37.57
41.28,208.69,0,0,29.16
47.78,585.4,1,1,52.77
41.15,647.62,1,0,37.03
0.58,2215.76,0,0,28.38
32.0,571.47,1,0,30.16
3.03,1722.61,0,0,21.93
13.25,649.66,0,0,21.48
3.45,2585.57,1,0,56.9
30.39,2826.85,1,0,79.12
34.49,1557.89,1,1,71.54
6.17,1060.17,0,0,16.85
19.5,706.0,0,1,34.59
23.08,154.09,0,0,17.39
18.77,809.16,0,0,19.75
6.49,1964.44,1,0,47.84
21.24,1603.18,0,0,31.14
37.68,2832.4,0,0,53.07
4.01,1191.85,0,0,22.42
4.47,2083.12,0,0,30.11
18.06,1470.52,0,0,29.96
47.12,1540.17,0,0,39.04
33.59,806.98,1,0,39.05
34.09,1367.58,0,0,40.03
18.42,1415.0,1,0,34.98
29.89,2121.39,0,0,42.88
1.0,2822.22,0,0,33.32
31.99,991.32,0,0,28.78
45.71,131.39,1,0,32.48
30.82,1491.4,0,0,39.6
43.75,1635.66,0,0,45.17
36.34,509.48,0,0,27.34
6.47,2282.59,0,0,28.7
45.17,2954.86,1,0,87.04
3.79,2837.6,1,0,65.83
26.93,595.33,0,1,38.45
7.54,2626.71,0,0,34.31
1.08,2114.96,1,0,54.89
21.39,1364.27,0,0,32.03
15.1,1624.13,0,1,46.67
24.56,2549.55,0,0,39.12
29.07,1443.0,0,0,32.2
2.67,1122.76,0,1,32.75
6.59,1482.28,1,0,35.44
28.15,1739.49,0,1,55.47
17.49,571.29,0,0,22.98
36.59,2703.22,1,0,76.03
32.79,2024.19,0,0,46.1
42.36,1901.64,0,0,45.18
34.78,302.99,0,0,31.89
21.78,1814.5,0,0,34.4
33.81,367.28,1,0,30.69
14.13,240.7,1,1,35.38
15.66,1584.3,0,0,31.87
39.55,1211.34,1,0,50.28
22.6,1768.49,0,1,48.63
40.02,272.22,1,0,31.74
41.21,1295.79,0,0,36.52
42.95,528.49,0,0,32.14
45.87,2961.36,0,0,54.78
21.83,1685.64,0,0,28.32
16.28,2063.87,0,0,33.91
29.32,979.63,0,0,32.61
18.87,288.74,1,0,22.53
30.25,2927.73,0,0,49.2
35.43,862.35,1,0,44.33
34.58,1274.31,0,0,33.61
19.04,1951.34,0,0,29.24
8.76,78.97,1,1,20.5
21.81,2431.73,0,1,52.27
7.56,1612.05,1,0,43.06
44.56,838.26,1,0,42.46
17.62,189.52,0,1,31.86
8.15,491.68,0,0,18.11
1.76,2685.63,0,0,29.99
32.47,2059.64,0,0,43.03
32.03,753.46,0,1,44.9
17.36,201.47,1,0,15.56
4.05,2073.39,0,0,31.14
20.78,1719.36,0,0,31.86
15.91,1216.54,0,0,24.16
34.02,1094.02,1,0,49.17
30.49,654.36,0,0,28.09
18.55,2010.49,0,0,36.69
11.29,2912.15,0,0,43.15
49.41,531.27,1,0,38.7
22.97,1793.36,1,0,55.48
34.57,1275.43,0,0,33.78
7.46,1342.83,1,0,34.22
24.54,766.17,0,0,24.25
1.86,2476.28,1,0,53.9
25.52,1458.34,0,0,34.4
48.22,1632.5,0,1,61.1
19.52,917.76,0,0,22.71
2.43,549.52,0,0,13.4
2.03,262.3,1,0,10.57
19.71,2143.79,0,0,35.47
8.42,592.72,1,1,36.19
1.66,2071.78,0,0,27.7
37.93,1174.18,0,0,36.68
23.2,1250.25,0,1,43.19
14.82,1410.19,0,0,28.63
45.05,1106.29,1,0,49.1
6.25,306.36,0,0,9.55
47.82,932.35,0,0,34.56
16.04,1992.88,0,1,50.41
44.48,1999.02,0,0,47.26
30.35,862.24,1,1,52.94
41.42,1383.01,0,1,57.16
49.21,584.37,1,0,40.1
14.78,635.06,0,0,15.3
48.08,74.03,0,0,29.95
19.78,2690.76,1,0,69.47
19.58,636.07,0,0,20.49
17.35,686.46,0,0,24.22
27.3,842.41,0,0,20.86
8.13,386.59,0,1,30.73
27.91,1919.59,1,0,59.32
27.31,230.05,0,0,22.1
38.21,406.94,1,1,38.91
41.77,1936.05,0,0,48.45
22.3,1022.28,0,0,23.81
15.47,2125.3,0,0,32.72
13.34,1674.49,0,0,27.99
10.13,771.78,1,0,26.52
3.35,1954.23,0,0,27.82
17.45,353.24,0,0,19.49
13.88,1611.55,1,1,61.21
48.34,1314.26,1,0,56.09
28.11,807.28,0,0,28.17
17.69,1813.99,1,0,47.4
29.23,2614.64,0,0,43.89
7.39,2996.72,0,0,40.9
22.48,1825.25,0,1,51.59
31.5,1217.09,0,0,34.73
24.7,679.5,0,0,22.86
20.39,775.0,0,0,25.22
49.7,1440.97,0,0,41.35
44.08,1105.0,1,0,51.83
31.36,2741.87,1,0,74.86
28.68,1108.04,1,0,45.71
31.22,1123.47,0,0,28.04
10.46,1153.69,0,0,26.18
20.06,2510.68,0,0,39.23
2.45,1954.11,0,0,24.82
24.04,1844.44,0,1,50.95
27.38,1005.76,0,0,27.0
11.77,2454.62,1,0,59.8
48.22,119.9,0,0,28.46
45.52,2613.04,0,0,52.14
36.25,1540.69,0,0,39.75
26.9,1197.76,0,0,28.17
43.56,1494.02,0,0,39.8
6.97,2003.91,0,0,25.09
39.63,43.23,0,1,38.99
6.68,2615.3,0,0,37.77
39.81,1342.98,0,0,36.22
14.15,1032.18,1,0,30.89
43.92,419.05,1,1,50.82
47.23,1321.2,0,0,40.9
7.87,1491.49,0,0,29.42
23.4,1213.92,1,1,55.57
49.06,2037.59,0,0,50.74
24.43,1265.59,0,0,32.23
43.25,2884.45,0,0,57.78
29.64,1799.84,0,1,53.4
19.08,2423.4,1,1,77.6
14.65,332.52,1,1,39.03
10.56,1194.89,0,0,21.98
38.21,1013.86,0,1,48.14
19.63,1710.6,0,0,30.31
25.81,2584.03,0,0,39.43
24.87,239.62,1,0,24.28
29.08,222.36,0,0,15.89
43.35,2551.7,0,0,52.18
49.05,642.49,1,0,41.86
20.68,2007.92,1,1,76.1
41.46,1630.92,1,0,53.77
38.34,2499.52,0,0,46.91
28.89,379.64,0,1,37.9
47.82,393.7,0,0,32.36
10.42,1672.67,0,0,25.56
5.91,2839.4,1,0,64.54
42.77,1247.92,0,0,35.72
22.24,984.19,1,0,36.7
42.42,1822.03,0,0,38.63
44.71,2791.69,1,1,98.12
3.59,2511.6,0,0,30.41
44.23,2986.47,1,0,89.39
